			-182.70		49.557E-03		3.2508E+00
			-177.63		55.248E-03		3.2526E+00
			-172.55		62.535E-03		3.2526E+00
			-167.47		71.244E-03		3.2508E+00
			-162.40		83.195E-03		3.2526E+00
			-160.37		90.574E-03		3.2526E+00
			-157.32		113.54E-03		3.2526E+00
			-154.28		219.79E-03		3.2526E+00
			-151.24		537.08E-03		3.2526E+00
			-148.19		845.51E-03		3.2526E+00
			-145.15		931.16E-03		3.2508E+00
			-142.10		950.54E-03		3.2508E+00
			-131.95		963.84E-03		3.2526E+00
			-121.80		966.22E-03		3.2508E+00
			-111.65		969.92E-03		3.2508E+00
			-101.50		969.92E-03		3.2508E+00
			-91.35		968.46E-03		3.2526E+00
			-81.20		966.61E-03		3.2526E+00
			-71.05		966.22E-03		3.2508E+00
			-60.90		964.38E-03		3.2508E+00
			-50.75		961.08E-03		3.2526E+00
			-40.60		954.76E-03		3.2490E+00
			-30.45		947.37E-03		3.2490E+00
			-20.30		945.92E-03		3.2508E+00
			-10.15		940.38E-03		3.2508E+00
			0.00		935.36E-03		3.2490E+00
			10.15		938.13E-03		3.2490E+00
			20.30		944.20E-03		3.2472E+00
			30.45		947.37E-03		3.2490E+00
			40.60		950.14E-03		3.2490E+00
			50.75		959.37E-03		3.2490E+00
			60.90		963.07E-03		3.2490E+00
			71.05		964.52E-03		3.2472E+00
			81.20		967.68E-03		3.2490E+00
			91.35		967.68E-03		3.2490E+00
			101.50		968.07E-03		3.2508E+00
			111.65		968.61E-03		3.2490E+00
			121.80		967.15E-03		3.2508E+00
			131.95		963.99E-03		3.2490E+00
			142.10		952.38E-03		3.2508E+00
			145.15		937.21E-03		3.2490E+00
			148.19		887.23E-03		3.2508E+00
			151.24		644.62E-03		3.2526E+00
			154.28		298.91E-03		3.2508E+00
			157.32		127.56E-03		3.2526E+00
			160.37		93.433E-03		3.2526E+00
			162.40		83.841E-03		3.2526E+00
			167.47		70.783E-03		3.2508E+00
			172.55		61.370E-03		3.2508E+00
			177.63		53.832E-03		3.2490E+00
			182.70		47.527E-03		3.2508E+00

