			-198.00		66.353E-03		3.2508E+00
			-192.50		73.049E-03		3.2526E+00
			-187.00		81.490E-03		3.2544E+00
			-181.50		91.320E-03		3.2490E+00
			-176.00		103.82E-03		3.2508E+00
			-173.80		110.53E-03		3.2544E+00
			-170.50		128.92E-03		3.2508E+00
			-167.20		194.89E-03		3.2526E+00
			-163.90		372.65E-03		3.2508E+00
			-160.60		537.45E-03		3.2526E+00
			-157.30		591.64E-03		3.2508E+00
			-154.00		608.34E-03		3.2508E+00
			-143.00		632.59E-03		3.2490E+00
			-132.00		646.56E-03		3.2526E+00
			-121.00		655.60E-03		3.2544E+00
			-110.00		661.41E-03		3.2526E+00
			-99.00		665.93E-03		3.2508E+00
			-88.00		669.71E-03		3.2508E+00
			-77.00		671.19E-03		3.2508E+00
			-66.00		672.20E-03		3.2526E+00
			-55.00		672.29E-03		3.2526E+00
			-44.00		669.89E-03		3.2544E+00
			-33.00		667.50E-03		3.2526E+00
			-22.00		666.57E-03		3.2526E+00
			-11.00		663.81E-03		3.2544E+00
			0.00		661.13E-03		3.2526E+00
			11.00		663.25E-03		3.2508E+00
			22.00		665.19E-03		3.2526E+00
			33.00		665.84E-03		3.2544E+00
			44.00		666.48E-03		3.2544E+00
			55.00		670.26E-03		3.2526E+00
			66.00		669.99E-03		3.2526E+00
			77.00		668.97E-03		3.2544E+00
			88.00		667.50E-03		3.2526E+00
			99.00		663.99E-03		3.2526E+00
			110.00		659.57E-03		3.2544E+00
			121.00		653.39E-03		3.2544E+00
			132.00		643.99E-03		3.2544E+00
			143.00		630.14E-03		3.2526E+00
			154.00		605.15E-03		3.2526E+00
			157.30		586.42E-03		3.2562E+00
			160.60		520.57E-03		3.2526E+00
			163.90		344.21E-03		3.2544E+00
			167.20		178.56E-03		3.2526E+00
			170.50		124.61E-03		3.2526E+00
			173.80		107.91E-03		3.2526E+00
			176.00		101.59E-03		3.2544E+00
			181.50		89.325E-03		3.2544E+00
			187.00		79.830E-03		3.2544E+00
			192.50		71.995E-03		3.2544E+00
			198.00		64.840E-03		3.2526E+00

