			-198.00		59.827E-03		3.2544E+00
			-192.50		66.740E-03		3.2544E+00
			-187.00		75.120E-03		3.2508E+00
			-181.50		85.316E-03		3.2526E+00
			-176.00		98.175E-03		3.2544E+00
			-173.80		104.69E-03		3.2526E+00
			-170.50		120.78E-03		3.2562E+00
			-167.20		170.08E-03		3.2526E+00
			-163.90		342.46E-03		3.2544E+00
			-160.60		528.76E-03		3.2544E+00
			-157.30		590.16E-03		3.2508E+00
			-154.00		607.61E-03		3.2562E+00
			-143.00		632.72E-03		3.2526E+00
			-132.00		646.02E-03		3.2544E+00
			-121.00		654.95E-03		3.2526E+00
			-110.00		660.86E-03		3.2544E+00
			-99.00		665.65E-03		3.2526E+00
			-88.00		667.77E-03		3.2544E+00
			-77.00		670.17E-03		3.2544E+00
			-66.00		671.09E-03		3.2526E+00
			-55.00		671.46E-03		3.2526E+00
			-44.00		669.71E-03		3.2544E+00
			-33.00		666.57E-03		3.2544E+00
			-22.00		666.02E-03		3.2544E+00
			-11.00		663.62E-03		3.2544E+00
			0.00		661.32E-03		3.2526E+00
			11.00		662.52E-03		3.2526E+00
			22.00		665.10E-03		3.2544E+00
			33.00		666.02E-03		3.2544E+00
			44.00		666.85E-03		3.2526E+00
			55.00		670.35E-03		3.2544E+00
			66.00		670.54E-03		3.2544E+00
			77.00		670.63E-03		3.2526E+00
			88.00		668.05E-03		3.2526E+00
			99.00		665.84E-03		3.2508E+00
			110.00		660.86E-03		3.2526E+00
			121.00		655.14E-03		3.2544E+00
			132.00		646.10E-03		3.2526E+00
			143.00		634.20E-03		3.2526E+00
			154.00		612.25E-03		3.2526E+00
			157.30		599.74E-03		3.2544E+00
			160.60		572.13E-03		3.2526E+00
			163.90		454.99E-03		3.2526E+00
			167.20		250.14E-03		3.2526E+00
			170.50		136.71E-03		3.2544E+00
			173.80		110.22E-03		3.2526E+00
			176.00		102.01E-03		3.2526E+00
			181.50		86.884E-03		3.2526E+00
			187.00		76.051E-03		3.2544E+00
			192.50		67.146E-03		3.2526E+00
			198.00		59.399E-03		3.2526E+00

