			-198.00		49.274E-03		8.0550E+00
			-192.50		54.810E-03		8.0514E+00
			-187.00		61.932E-03		8.0604E+00
			-181.50		70.301E-03		8.0568E+00
			-176.00		81.007E-03		8.0586E+00
			-173.80		86.668E-03		8.0514E+00
			-170.50		100.54E-03		8.0532E+00
			-167.20		144.32E-03		8.0532E+00
			-163.90		287.93E-03		8.0550E+00
			-160.60		438.18E-03		8.0514E+00
			-157.30		485.29E-03		8.0550E+00
			-154.00		499.14E-03		8.0478E+00
			-143.00		519.69E-03		8.0586E+00
			-132.00		530.49E-03		8.0586E+00
			-121.00		538.42E-03		8.0514E+00
			-110.00		543.14E-03		8.0532E+00
			-99.00		546.36E-03		8.0496E+00
			-88.00		549.59E-03		8.0514E+00
			-77.00		550.34E-03		8.0514E+00
			-66.00		551.59E-03		8.0604E+00
			-55.00		551.33E-03		8.0532E+00
			-44.00		549.47E-03		8.0532E+00
			-33.00		547.36E-03		8.0568E+00
			-22.00		546.99E-03		8.0514E+00
			-11.00		544.50E-03		8.0496E+00
			0.00		541.90E-03		8.0550E+00
			11.00		541.89E-03		8.0496E+00
			22.00		544.26E-03		8.0532E+00
			33.00		544.63E-03		8.0532E+00
			44.00		545.87E-03		8.0568E+00
			55.00		548.48E-03		8.0514E+00
			66.00		548.60E-03		8.0496E+00
			77.00		547.73E-03		8.0514E+00
			88.00		546.49E-03		8.0532E+00
			99.00		544.35E-03		8.0298E+00
			110.00		541.31E-03		8.0748E+00
			121.00		536.30E-03		8.0496E+00
			132.00		529.49E-03		8.0568E+00
			143.00		519.53E-03		8.0496E+00
			154.00		502.27E-03		8.0514E+00
			157.30		492.81E-03		8.0478E+00
			160.60		472.30E-03		8.0478E+00
			163.90		386.88E-03		8.0568E+00
			167.20		219.63E-03		8.0550E+00
			170.50		116.35E-03		8.0550E+00
			173.80		91.624E-03		8.0514E+00
			176.00		84.041E-03		8.0532E+00
			181.50		71.716E-03		8.0568E+00
			187.00		62.528E-03		8.0460E+00
			192.50		54.984E-03		8.0532E+00
			198.00		48.673E-03		8.0496E+00

