			0.00		555.12E-03		6.9444E+00
			2.00		550.66E-03		6.9462E+00
			4.00		682.82E-03		6.9462E+00
			6.00		753.89E-03		6.9480E+00
			8.00		792.09E-03		6.9462E+00
			10.00		812.17E-03		6.9444E+00
			12.00		821.23E-03		6.9408E+00
			14.00		822.09E-03		6.9372E+00
			16.00		821.02E-03		6.9462E+00
			18.00		816.49E-03		6.9444E+00
			20.00		809.80E-03		6.9462E+00
			25.00		794.02E-03		6.9444E+00
			30.00		776.11E-03		6.9462E+00
			35.00		758.60E-03		6.9444E+00
			40.00		740.98E-03		6.9516E+00
			45.00		724.04E-03		6.9444E+00
			50.00		705.89E-03		6.9444E+00
			60.00		671.67E-03		6.9498E+00
			70.00		638.60E-03		6.9480E+00
			80.00		605.35E-03		6.9480E+00
			90.00		573.83E-03		6.9480E+00
			100.00		544.61E-03		6.9462E+00
			110.00		515.54E-03		6.9480E+00
			120.00		487.73E-03		6.9444E+00
			130.00		460.75E-03		6.9408E+00
			140.00		436.12E-03		6.9408E+00
			150.00		413.43E-03		6.9444E+00
			160.00		390.62E-03		6.9498E+00
			170.00		369.31E-03		6.9462E+00
			180.00		348.67E-03		6.9462E+00
			190.00		330.05E-03		6.9462E+00
			200.00		312.08E-03		6.9462E+00
			210.00		295.23E-03		6.9444E+00
			220.00		279.19E-03		6.9534E+00
			230.00		264.18E-03		6.9372E+00
			240.00		249.70E-03		6.9444E+00
			250.00		236.13E-03		6.9444E+00
			260.00		223.43E-03		6.9444E+00
			270.00		211.71E-03		6.9462E+00
			280.00		200.01E-03		6.9462E+00
			290.00		189.37E-03		6.9516E+00
			300.00		179.27E-03		6.9480E+00

