			0.00		558.61E-03		3.4704E+00
			2.00		555.64E-03		3.4668E+00
			4.00		685.62E-03		3.4668E+00
			6.00		755.58E-03		3.4650E+00
			8.00		793.31E-03		3.4704E+00
			10.00		813.62E-03		3.4704E+00
			12.00		821.66E-03		3.4686E+00
			14.00		823.65E-03		3.4686E+00
			16.00		820.79E-03		3.4686E+00
			18.00		816.11E-03		3.4668E+00
			20.00		809.12E-03		3.4686E+00
			25.00		792.90E-03		3.4650E+00
			30.00		774.43E-03		3.4686E+00
			35.00		757.27E-03		3.4668E+00
			40.00		739.32E-03		3.4686E+00
			45.00		721.70E-03		3.4668E+00
			50.00		704.59E-03		3.4650E+00
			60.00		671.16E-03		3.4686E+00
			70.00		636.47E-03		3.4668E+00
			80.00		604.53E-03		3.4668E+00
			90.00		573.00E-03		3.4686E+00
			100.00		542.29E-03		3.4686E+00
			110.00		514.54E-03		3.4668E+00
			120.00		486.49E-03		3.4632E+00
			130.00		460.67E-03		3.4632E+00
			140.00		434.86E-03		3.4632E+00
			150.00		412.21E-03		3.4650E+00
			160.00		389.12E-03		3.4686E+00
			170.00		367.69E-03		3.4668E+00
			180.00		347.78E-03		3.4668E+00
			190.00		328.92E-03		3.4650E+00
			200.00		311.17E-03		3.4650E+00
			210.00		293.72E-03		3.4686E+00
			220.00		278.07E-03		3.4686E+00
			230.00		262.86E-03		3.4650E+00
			240.00		248.40E-03		3.4686E+00
			250.00		235.20E-03		3.4668E+00
			260.00		222.54E-03		3.4632E+00
			270.00		210.39E-03		3.4650E+00
			280.00		199.57E-03		3.4650E+00
			290.00		188.73E-03		3.4668E+00
			300.00		179.30E-03		3.4668E+00

